StnID,Lat,Lon,Elev,State/Province,Name,UTC_Offset,POR_Date_Range_P,PCT_POR_Good_P,Num_Years_P,POR_Date_Range_T,Num_Years_T,PCT_POR_Good_T,overlap_years
USC00218323,44.2394,-95.6308,427.6,MN,TRACY,-6,19480801-20240404,94.4,76,19120401-20240429,113.0,95.9,77
USC00217602,43.65,-94.7,387.1,MN,SHERBURN 2 E,-6,19480801-20240401,91.4,76,19480801-20240430,77.0,19.8,77
USC00217460,46.7953,-93.3211,376.1,MN,SANDY LAKE DAM LIBBY,-6,19480801-20240401,86.2,76,18930104-20240503,132.0,90.2,77
USC00232809,37.8,-90.4167,281.0,MO,FARMINGTON,-6,19480801-20240401,81.2,76,19061201-20240502,119.0,88.3,77
USC00234271,38.5847,-92.1829,184.4,MO,JEFFERSON CITY WTR PL,-6,19481201-20240401,86.7,76,18930101-20240504,132.0,92.6,77
USC00234825,37.685,-92.6939,379.8,MO,LEBANON 2W,-6,19480801-20240401,75.7,76,18930101-20240430,132.0,93.4,77
USC00238051,39.9702,-91.8875,214.9,MO,STEFFENVILLE,-6,19480801-20240401,93.1,76,18930101-20240504,132.0,94.1,77
USC00331592,39.6104,-82.9555,205.7,OH,CIRCLEVILLE,-5,19480801-20240410,83.5,76,18941115-20240504,131.0,93.8,77
USC00357127,45.3033,-122.9133,157.0,OR,REX 1 S,-8,19480801-20240401,96.4,76,19480901-20240331,77.0,20.3,77
USC00315830,34.7336,-76.7357,3.0,NC,MOREHEAD CITY 2 WNW,-5,19480601-20240410,86.3,76,19480408-20240430,77.0,97.7,77
USC00241102,45.3261,-108.9091,1092.1,MT,BRIDGER 2 N,-7,19480701-20240401,86.1,76,19000901-20240504,125.0,85.4,77
USC00241008,46.231,-112.1138,1494.7,MT,BOULDER,-7,19480901-20240415,94.7,76,18800723-20240331,145.0,49.4,77
USC00238880,36.7267,-91.8736,336.8,MO,WEST PLAINS,-6,19480801-20240401,89.1,76,19480701-20240504,77.0,87.6,77
USC00238746,38.5416,-90.975,148.4,MO,WASHINGTON,-6,19480801-20240402,75.0,76,19480801-20240504,77.0,18.8,77
USC00238700,36.923,-90.2836,125.0,MO,WAPPAPELLO DAM,-6,19480801-20240308,82.7,76,19390101-20240504,86.0,93.1,77
USC00362323,41.5216,-76.4043,466.3,PA,DUSHORE,-5,19480501-20240202,26.0,76,19480501-20240229,77.0,25.5,77
USC00237656,36.837,-94.6211,256.3,MO,SENECA,-6,19480801-20240404,80.9,76,19480801-20240331,77.0,10.3,77
USC00235027,37.3909,-93.9491,328.3,MO,LOCKWOOD,-6,19480801-20240401,84.9,76,19031201-20240504,122.0,96.8,77
USC00237506,37.6339,-91.5361,367.3,MO,SALEM,-6,19480801-20240402,82.1,76,19030901-20240430,122.0,96.0,77
USC00363028,41.4004,-79.8305,309.4,PA,FRANKLIN,-5,19480501-20240301,69.0,76,18970103-20240504,128.0,95.2,77
USC00237263,37.9567,-91.7762,357.5,MO,ROLLA MISSOURI S&T,-6,19480801-20240401,89.1,76,18930101-20240504,132.0,84.0,77
USC00236826,37.8957,-90.8413,358.1,MO,POTOSI 4 SW,-6,19480801-20240408,79.2,76,18930819-20240504,132.0,32.4,77
USC00364325,41.4992,-80.4681,312.4,PA,JAMESTOWN 2 NW,-5,19480501-20240405,83.4,76,19311001-20240331,94.0,95.6,77
USC00235987,37.8395,-94.374,265.5,MO,NEVADA WATER PLANT,-6,19480801-20240401,91.6,76,18940301-20240504,131.0,85.8,77
USC00235834,37.1542,-92.2618,446.8,MO,MOUNTAIN GROVE 2 N,-6,19480801-20240402,92.1,76,19010401-20240503,124.0,98.3,77
USW00013991,39.1341,-93.2225,240.8,MO,MARSHALL,-6,19480801-20240419,61.4,76,18930101-20240503,132.0,90.1,77
USC00366111,40.412,-79.7245,262.1,PA,MURRYSVILLE 2 SW,-5,19480501-20240301,79.2,76,19480501-20240502,77.0,15.8,77
USC00384581,34.9861,-83.0712,774.2,SC,JOCASSEE 8 WNW,-5,19480601-20240402,87.0,76,19480801-20240430,77.0,25.3,77
USC00010063,34.211,-87.1784,239.6,AL,ADDISON,-6,19480601-20240416,84.6,76,19380301-20240503,87.0,19.5,77
USC00419163,33.7571,-99.8619,478.8,TX,TRUSCOTT 3 W,-6,19400201-20240401,87.6,84,19480901-20240503,77.0,73.3,77
USC00045679,40.3458,-121.6091,1485.9,CA,MINERAL,-8,19480701-20240403,82.9,76,19091101-20240413,116.0,78.3,77
USC00049053,41.96,-121.4745,1230.8,CA,TULELAKE,-8,19480701-20240404,92.6,76,19320101-20240504,93.0,89.4,77
USC00048917,36.465,-118.8619,347.5,CA,THREE RIVERS EDISON PH 1,-8,19480701-20240125,93.5,76,19480701-20240131,77.0,58.2,77
USC00048587,39.5861,-122.5341,243.8,CA,STONY GORGE RESERVOIR,-8,19480701-20240401,92.8,76,19261101-20240503,99.0,97.4,77
USC00048218,39.5833,-120.3705,1516.4,CA,SIERRAVILLE RS,-8,19480701-20240403,83.2,76,19091101-20240503,116.0,84.5,77
USC00048135,40.7141,-122.4161,327.7,CA,SHASTA DAM,-8,19480701-20240401,92.7,76,19430101-20240503,82.0,96.9,77
USC00047851,35.3056,-120.6619,93.9,CA,SAN LUIS OBISPO POLY,-8,19480701-20240415,84.9,76,18930201-20240429,132.0,70.6,77
USC00465353,37.8663,-81.9844,204.8,WV,LOGAN,-5,19480801-20240401,75.4,76,19011101-20240504,124.0,74.3,77
USC00045983,41.3167,-122.3167,1078.7,CA,MOUNT SHASTA WSO CITY,-8,19480801-20240322,86.3,76,19480415-20240503,77.0,85.9,77
USC00468986,39.3134,-80.0299,376.4,WV,TYGART DAM,-5,19480801-20240401,89.4,76,19480801-20240504,77.0,29.8,77
USC00044025,36.8483,-121.4213,83.8,CA,HOLLISTER 2,-8,19480701-20240402,86.3,76,19480701-20240430,77.0,55.5,77
USC00049855,37.7503,-119.5897,1224.7,CA,YOSEMITE PARK HEADQUARTERS,-8,19480701-20240313,87.6,76,19050112-20240229,120.0,88.2,77
USC00043939,37.9613,-119.783,1179.6,CA,HETCH HETCHY,-8,19480701-20240403,94.1,76,19101001-20240331,115.0,95.1,77
USC00470124,44.3268,-91.9193,204.2,WI,ALMA DAM 4,-6,19480804-20240401,87.5,76,19361101-20240504,89.0,87.6,77
USC00043761,41.7961,-123.3747,348.1,CA,HAPPY CAMP RANGER STATION,-8,19480701-20240405,88.1,76,19140301-20240502,111.0,75.9,77
USC00043669,37.8444,-120.2258,853.4,CA,GROVELAND 2,-8,19480701-20240401,92.9,76,19480701-20240501,77.0,30.6,77
USC00470349,46.583,-90.9678,198.1,WI,ASHLAND EXP FARM,-6,19480801-20240410,92.2,76,18930301-20240502,132.0,71.9,77
USC00470855,44.2903,-90.8538,246.9,WI,BLACK RIVER FALLS SEWAGE,-6,19480801-20240401,83.8,76,18930101-20240503,132.0,8.7,77
USC00471568,44.0328,-88.1468,256.0,WI,CHILTON,-6,19480801-20240322,93.8,76,18940101-20240504,131.0,71.2,77
USC00471897,45.3581,-88.1922,289.6,WI,CRIVITZ HIGH FALLS,-6,19480801-20240409,86.5,76,19480601-20240502,77.0,90.7,77
USC00043161,39.51,-123.7564,37.5,CA,FORT BRAGG 5 N,-8,19480701-20240401,79.4,76,18950501-20240504,130.0,66.3,77
USC00049390,40.4583,-121.8663,676.7,CA,VOLTA PH,-8,19480701-20240401,95.9,76,19261101-20240327,99.0,31.1,77
USC00050109,40.1551,-103.1418,1384.4,CO,AKRON 4 E,-7,19480801-20240401,95.3,76,18930601-20240430,132.0,54.6,77
USC00094623,33.32,-83.8436,131.1,GA,JACKSON DAM,-5,19480601-20240115,84.5,76,19480801-20240504,77.0,2.2,77
USC00054538,37.4536,-103.322,1581.9,CO,KIM 15 NNE,-7,19480801-20240401,94.7,76,19480802-20240502,77.0,45.4,77
USC00092485,33.9982,-84.751,313.3,GA,DALLAS 7 NE,-5,19480601-20240302,93.7,76,19470201-20240504,78.0,83.5,77
USC00450729,48.9946,-122.7621,5.2,WA,BLAINE,-8,19480701-20240407,82.6,76,18931001-20240503,132.0,86.9,77
USC00065445,41.9725,-73.2208,408.4,CT,NORFOLK 2 SW,-5,19480501-20240401,85.3,76,18841101-20240504,141.0,58.7,77
USC00058781,37.63,-104.7956,1917.5,CO,WALSENBURG 1 NW,-7,19480801-20240401,92.4,76,19340401-20240504,91.0,95.2,77
USC00452384,47.2422,-121.1869,661.4,WA,EASTON,-8,19480701-20240409,89.2,76,19050601-20240501,120.0,17.6,77
USC00452675,47.9753,-122.195,14.0,WA,EVERETT,-8,19480701-20240401,86.6,76,18940824-20240503,131.0,80.5,77
USC00055706,37.5811,-106.1866,2345.4,CO,MONTE VISTA 2W,-7,19480801-20240401,49.5,76,18930101-20240504,132.0,60.1,77
USC00055484,40.0358,-107.9058,1898.6,CO,MEEKER,-7,19480801-20240404,65.0,76,18930101-20240430,132.0,70.6,77
USC00054742,38.9075,-105.4705,2606.0,CO,LAKE GEORGE 8 SW,-7,19480801-20240401,91.6,76,19480801-20240503,77.0,82.6,77
USC00054388,38.0633,-102.9299,1161.6,CO,JOHN MARTIN DAM,-7,19480801-20240411,85.3,76,19410801-20240503,84.0,90.1,77
USC00456789,46.7602,-117.1861,766.6,WA,PULLMAN 2 NW,-8,19480701-20240401,85.1,76,19401021-20240503,85.0,96.0,77
USC00053662,38.5254,-106.9672,2323.2,CO,GUNNISON 3SW,-7,19480801-20240401,90.8,76,18930701-20240503,132.0,93.9,77
USC00454679,47.0022,-118.5657,496.8,WA,LIND 3 NE,-8,19480701-20240401,88.9,76,19310101-20240504,94.0,95.7,77
USC00053500,40.1849,-105.8666,2526.2,CO,GRAND LAKE 6 SSW,-7,19480801-20240405,91.0,76,19480801-20240430,77.0,98.4,77
USC00053005,40.5763,-105.0857,1525.2,CO,FORT COLLINS,-7,19480801-20240401,94.9,76,18930101-20240504,132.0,98.0,77
USW00023062,39.7675,-104.8695,1610.6,CO,DENVER-CENTRAL PARK,-7,19480801-20240412,94.9,76,19400515-20240422,85.0,90.6,77
USC00051713,38.4431,-106.7616,2440.2,CO,COCHETOPA CREEK,-7,19480801-20240401,94.8,76,19090601-20240430,116.0,65.9,77
USC00051539,38.115,-103.51,1264.0,CO,CHERAW 1 N,-7,19480806-20240402,92.0,76,19480806-20240331,77.0,38.9,77
USC00051401,39.3864,-104.8635,1876.3,CO,CASTLE ROCK,-7,19480801-20240405,84.4,76,18930101-20240425,132.0,66.6,77
USC00051179,39.7406,-104.1274,1554.8,CO,BYERS 5 ENE,-7,19480801-20240403,95.3,76,18930101-20240504,132.0,66.2,77
USC00472973,43.975,-89.8309,288.0,WI,FRIENDSHIP,-6,19480801-20240401,88.9,76,19300101-20240504,95.0,36.1,77
USC00042500,39.5633,-120.8238,888.5,CA,DOWNIEVILLE,-8,19480701-20240401,93.7,76,19080901-20240331,117.0,76.8,77
USC00042294,38.5349,-121.7761,18.3,CA,DAVIS 2 WSW EXP FARM,-8,19480701-20240405,91.0,76,18930101-20240504,132.0,89.9,77
USC00030064,35.9307,-91.055,78.6,AR,ALICIA 2NNE,-6,19480529-20240303,88.3,76,19050512-20240504,120.0,56.1,77
USC00476718,43.5306,-89.437,239.3,WI,PORTAGE WWTP,-6,19480801-20240402,92.9,76,18890101-20240504,136.0,92.6,77
USC00477132,45.4167,-91.7725,336.2,WI,RICE LAKE,-6,19480801-20240410,80.0,76,19480801-20240501,77.0,92.9,77
USC00031632,36.4083,-90.5917,75.0,AR,CORNING,-6,19480501-20240404,82.0,76,18930101-20240504,132.0,91.6,77
USC00478027,45.8236,-91.8761,335.3,WI,SPOONER AG RESEARCH STATION,-6,19480801-20240402,90.8,76,18940401-20240501,131.0,95.7,77
USC00478267,44.8799,-87.3358,213.1,WI,STURGEON BAY EXP FARM,-6,19480801-20240401,93.6,76,19050301-20240503,120.0,97.8,77
USC00478515,43.9713,-90.4679,296.3,WI,TOMAH RANGER STATION 2,-6,19480801-20240404,86.6,76,19361101-20240504,89.0,1.1,77
USC00478589,43.9994,-91.4378,201.2,WI,TREMPEALEAU DAM 6,-6,19480801-20240401,80.9,76,19361101-20240504,89.0,94.1,77
USC00030798,35.1161,-93.6506,129.8,AR,BLUE MOUNTAIN DAM,-6,19480501-20240304,95.8,76,19390901-20240503,86.0,66.5,77
USC00030130,34.7961,-92.8417,212.8,AR,ALUM FORK,-6,19480501-20240301,91.5,76,19370106-20240504,88.0,97.2,77
USC00020808,33.4783,-109.7516,1848.6,AZ,BLACK RIVER PUMPS,-7,19480701-20240304,84.5,76,19480701-20240430,77.0,87.9,77
USC00473038,43.5705,-91.2295,194.8,WI,GENOA DAM 8,-6,19480801-20240419,89.5,76,19361101-20240504,89.0,94.8,77
USC00486660,43.8497,-104.1886,1345.7,WY,NEWCASTLE,-7,19480801-20240408,90.9,76,19060701-20240503,119.0,94.0,77
USC00020080,32.3698,-112.8599,533.7,AZ,AJO,-7,19480701-20240301,90.0,76,19140501-20240502,111.0,91.1,77
USC00018517,33.7418,-88.1251,90.5,AL,VERNON,-6,19480601-20240425,83.8,76,19380301-20240503,87.0,72.4,77
USC00487105,42.4717,-106.8527,1805.3,WY,PATHFINDER DAM,-7,19480801-20240402,91.5,76,19051001-20240503,120.0,80.3,77
USC00015397,32.0347,-85.474,125.6,AL,MIDWAY,-6,19480601-20240401,83.9,76,19400401-20240430,85.0,5.7,77
USC00014209,33.8259,-85.7812,192.0,AL,JACKSONVILLE,-6,19480601-20240403,83.2,76,19480701-20240504,77.0,0.4,77
USC00013620,34.2314,-87.6352,280.4,AL,HALEYVILLE,-6,19480601-20240417,85.9,76,19020716-20240504,123.0,68.3,77
USC00013043,34.4406,-85.7236,279.5,AL,FORT PAYNE,-6,19480601-20240307,85.8,76,19350715-20240504,90.0,22.4,77
USC00010402,31.182,-87.439,91.4,AL,ATMORE,-6,19480601-20240401,64.4,76,19400327-20240430,85.0,73.4,77
USC00476518,46.0663,-89.0752,542.5,WI,PHELPS,-6,19480801-20240409,88.5,76,19100301-20240504,115.0,7.0,77
USC00032544,33.7222,-94.3975,128.9,AR,FOREMAN,-6,19480501-20240202,83.8,76,19170301-20240430,108.0,0.4,77
USC00032794,35.9885,-92.7161,184.7,AR,GILBERT,-6,19480501-20240206,95.2,76,19240701-20240504,101.0,83.5,77
USC00476510,45.0282,-87.7359,182.9,WI,PESHTIGO,-6,19480801-20240404,89.9,76,19480801-20240504,77.0,20.7,77
USC00041715,39.6911,-121.8211,56.4,CA,CHICO UNIVERSITY FARM,-8,19480701-20240402,92.2,76,19060108-20240503,119.0,86.5,77
USC00041428,38.2486,-120.8433,200.6,CA,CAMP PARDEE,-8,19480701-20240403,96.2,76,19260701-20240331,99.0,84.6,77
USC00473453,43.3316,-88.4117,292.9,WI,HARTFORD WWTP,-6,19480822-20240401,92.0,76,18931201-20240504,132.0,56.0,77
USC00041194,34.1866,-118.348,199.6,CA,BURBANK VALLEY PUMP PLANT,-8,19480701-20240401,93.3,76,19391201-20240503,86.0,94.9,77
USC00474546,42.8667,-90.7,328.9,WI,LANCASTER,-6,19480801-20240402,93.8,76,18930101-20240503,132.0,92.8,77
USC00474937,43.2118,-91.0985,192.9,WI,LYNXVILLE DAM 9,-6,19480801-20240401,89.1,76,19361101-20240504,89.0,94.1,77
USC00475120,44.6411,-90.1333,377.0,WI,MARSHFIELD EXP FARM,-6,19481201-20240401,90.9,76,19121213-20240503,113.0,98.6,77
USC00037488,34.9229,-94.0944,218.2,AR,WALDRON,-6,19480501-20240301,87.9,76,19190801-20240504,106.0,92.2,77
USC00036920,34.4744,-91.4172,60.4,AR,STUTTGART 9 ESE,-6,19480601-20240219,95.1,76,19361001-20240502,89.0,95.9,77
USC00475255,45.1308,-90.344,448.1,WI,MEDFORD,-6,19480801-20240401,87.0,76,18890615-20240330,136.0,93.6,77
USC00475335,44.8741,-91.9365,239.3,WI,MENOMONIE,-6,19480801-20240401,88.6,76,19480801-20240503,77.0,87.5,77
USC00035228,36.2494,-92.2383,129.5,AR,NORFORK DAM,-6,19480501-20240130,90.4,76,19470701-20240503,78.0,6.9,77
USC00035200,34.9553,-93.1594,146.3,AR,NIMROD DAM,-6,19480501-20240201,91.5,76,19391001-20240503,86.0,90.3,77
USC00475352,46.1683,-90.0722,487.7,WI,MERCER RANGER STA,-6,19480801-20240408,85.8,76,19400101-20240502,85.0,16.1,77
USC00034756,34.5979,-94.29,351.1,AR,MENA,-6,19480501-20240303,94.5,76,18901206-20240504,135.0,95.3,77
USC00034548,33.2586,-93.1822,113.4,AR,MAGNOLIA,-6,19480501-20240314,52.7,76,19480101-20240504,77.0,90.5,77
USC00475364,45.1785,-89.6615,381.0,WI,MERRILL,-6,19480801-20240404,86.3,76,19050818-20240504,120.0,93.9,77
USC00476398,45.9333,-90.45,462.4,WI,PARK FALLS,-6,19480801-20240401,80.1,76,19100501-20240502,115.0,86.5,77
USC00033132,36.2747,-91.5056,121.9,AR,HARDY,-6,19480501-20240110,73.1,76,18970801-20240504,128.0,36.7,77
USC00092844,32.5574,-82.8999,61.0,GA,DUBLIN 2,-5,19480601-20240416,89.6,76,19480801-20240504,77.0,17.6,77
USC00047902,34.4167,-119.6844,4.9,CA,SANTA BARBARA,-8,19480701-20240402,91.4,76,18930101-20240504,132.0,95.1,77
USC00325479,46.8127,-100.9097,533.4,ND,MANDAN EXP STATION,-6,19481001-20240401,94.1,76,19130716-20240331,112.0,95.7,77
USW00013802,38.55,-89.85,135.0,IL,BELLEVILLE SCOTT AAF,-6,19480701-20240401,92.4,76,19480601-20240430,77.0,97.3,77
USC00114603,41.1351,-87.8856,182.9,IL,KANKAKEE WWTP,-6,19480701-20240402,89.6,76,19480701-20240503,77.0,63.6,77
USC00095314,33.0125,-82.3914,98.1,GA,LOUISVILLE 1 E,-5,19480601-20240206,91.9,76,18930101-20240408,132.0,88.8,77
USC00421759,40.6189,-111.7836,1519.7,UT,COTTONWOOD WEIR,-7,19480713-20240401,92.3,76,19170501-20240430,108.0,73.9,77
USC00114355,41.4255,-91.0094,167.6,IL,ILLINOIS CITY DAM 16,-6,19480701-20240401,94.5,76,19430601-20240504,82.0,27.6,77
USC00114198,40.4664,-87.6851,216.4,IL,HOOPESTON,-6,19480701-20240306,96.9,76,19020601-20240504,123.0,97.8,77
USC00113290,41.8978,-90.1545,180.4,IL,FULTON L&D # 13,-6,19480701-20240410,70.3,76,19380101-20240504,87.0,95.1,77
USC00113262,42.2972,-89.6038,228.6,IL,FREEPORT WASTE WTR PL,-6,19480701-20240401,92.9,76,19480601-20240504,77.0,65.8,77
USW00023162,39.3833,-112.5167,1450.5,UT,DELTA,-7,19480701-20240410,95.9,76,19380601-20240331,87.0,93.5,77
USC00111577,41.7373,-87.7773,189.0,IL,CHICAGO MIDWAY AP 3SW,-6,19480701-20240401,95.9,76,19280229-20240504,97.0,95.9,77
USC00106586,44.1771,-116.2904,932.1,ID,OLA,-7,19480701-20240411,38.3,76,18960801-20240502,129.0,30.4,77
USC00115493,42.35,-88.2667,228.9,IL,MC HENRY,-6,19480701-20240403,86.8,76,19480701-20240504,77.0,40.3,77
USC00101956,47.6821,-116.7967,650.1,ID,COEUR D'ALENE,-8,19480701-20240411,74.4,76,18950901-20240501,130.0,79.5,77
USC00425186,41.7456,-111.8033,1460.0,UT,LOGAN UTAH ST U,-7,19480701-20240318,95.4,76,18930101-20240430,132.0,95.2,77
USC00426135,39.712,-111.832,1568.5,UT,NEPHI,-7,19480801-20240401,96.8,76,19040601-20240331,121.0,66.2,77
USC00426938,41.874,-112.1487,1362.5,UT,PLYMOUTH,-7,19480723-20240401,90.8,76,19400101-20240331,85.0,3.9,77
USC00427260,38.7617,-112.0777,1610.9,UT,RICHFIELD RADIO KSVC,-7,19480801-20240418,91.2,76,18930101-20240331,132.0,89.3,77
USC00427395,40.2875,-109.959,1528.0,UT,ROOSEVELT RADIO,-7,19480701-20240416,90.9,76,19480714-20240503,77.0,96.5,77
USC00102707,44.2436,-112.2003,1661.2,ID,DUBOIS EXPERIMENT STATION,-7,19480701-20240401,83.6,76,19250101-20240430,100.0,99.0,77
USC00105462,43.9178,-113.6152,1797.4,ID,MACKAY LOST RIVER RS,-7,19480701-20240404,86.7,76,19080107-20240503,117.0,90.3,77
USC00431565,44.0167,-72.2833,348.1,VT,CORINTH,-5,19480501-20240402,91.1,76,19480704-20240504,77.0,18.4,77
USC00420738,37.6132,-109.4848,1839.5,UT,BLANDING,-7,19480701-20240409,96.5,76,19041126-20240503,121.0,95.9,77
USC00437054,44.42,-72.0194,213.4,VT,SAINT JOHNSBURY,-5,19480501-20240331,85.0,76,18940301-20240504,131.0,98.4,77
USC00117077,39.9036,-91.4283,147.2,IL,QUINCY DAM 21,-6,19480701-20240314,85.6,76,19370501-20240504,88.0,58.5,77
USC00094941,34.853,-85.3142,243.5,GA,CHICKAMAUGA 2 SW,-5,19480601-20240410,80.4,76,18920410-20240430,133.0,64.5,77
USC00115841,39.4157,-89.4615,192.0,IL,MORRISONVILLE,-6,19480701-20240404,95.1,76,19480701-20240504,77.0,47.7,77
USC00030220,34.1433,-93.0589,59.7,AR,ARKADELPHIA 2 N,-6,19480501-20231104,91.7,75,18910318-20240503,134.0,69.8,76
USC00030458,35.8306,-91.7944,174.0,AR,BATESVILLE LVSTK,-6,19490801-20240305,94.2,75,19410701-20240503,84.0,96.2,76
USC00422578,39.3583,-111.5985,1675.8,UT,EPHRAIM,-7,19490901-20240401,98.4,75,19490901-20240430,76.0,97.2,76
USC00327530,46.8886,-102.3191,752.9,ND,RICHARDTON ABBEY,-7,19491201-20240404,95.8,75,19160223-20240430,109.0,95.6,76
USC00327655,48.6297,-99.8069,493.8,ND,ROLETTE 3SE,-6,19491102-20240403,88.0,75,19491119-20240403,76.0,30.5,76
USC00134142,42.5188,-93.2536,321.6,IA,IOWA FALLS,-6,19480801-20230407,92.9,75,18930101-20240504,132.0,96.2,76
USW00093809,37.0401,-89.1842,98.1,IL,CAIRO 3N,-6,19480701-20240312,90.2,76,19080101-20231121,116.0,88.8,76
USC00235671,39.4667,-92.4167,262.1,MO,MOBERLY AIRPORT,-6,19481201-20230503,76.6,75,19360723-20240503,89.0,90.3,76
USC00413691,32.9506,-97.0553,178.3,TX,GRAPEVINE DAM,-6,19490623-20240131,90.2,75,18970101-20240503,128.0,62.2,76
USC00245030,44.6331,-112.5928,1913.8,MT,LIMA,-7,19480801-20240319,90.2,76,18981201-20231130,126.0,77.5,76
USC00142432,37.0833,-101.85,1096.1,KS,ELKHART 6 NNE,-6,19490101-20240405,64.5,75,19000101-20240503,125.0,90.7,76
USC00364763,40.0499,-76.2742,82.3,PA,LANCASTER 2 NE FILT PLANT,-5,19480501-20231019,75.9,75,19480501-20240503,77.0,60.9,76
USC00134502,41.3247,-93.1008,272.8,IA,KNOXVILLE,-6,19480801-20230320,83.9,75,18930601-20230831,131.0,92.9,76
USC00308910,42.7211,-78.5437,342.9,NY,WALES,-5,19480701-20231109,91.1,75,19480701-20240504,77.0,48.6,76
USC00134585,40.6233,-93.9343,343.8,IA,LAMONI,-6,19480801-20230901,68.1,75,18970813-20240503,128.0,79.5,76
USC00415094,33.0352,-96.4861,155.4,TX,LAVON DAM,-6,19490701-20240327,81.6,75,19490701-20240331,76.0,79.4,76
USW00024137,48.6036,-112.3766,1171.8,MT,CUT BANK AIRPORT,-7,19480701-20231206,91.6,75,19031201-20240505,122.0,94.8,76
USC00355734,45.4825,-120.7236,570.0,OR,MORO,-8,19480801-20240227,90.8,76,18971101-20231031,127.0,83.7,76
USC00141730,38.8971,-100.1135,733.7,KS,COLLYER 10 S,-6,19490801-20240407,94.5,75,19400601-20240502,85.0,4.1,76
USC00216795,47.8833,-94.9167,-999.9,MN,REDBY,-6,19480801-20230605,71.4,75,18931101-20240229,132.0,68.4,76
USW00014806,40.3131,-88.1596,230.1,IL,RANTOUL,-6,19480701-20240410,89.7,76,18930101-20231231,131.0,66.2,76
USC00357554,44.4355,-121.9428,1143.0,OR,SANTIAM JUNCTION,-8,19480801-20240402,84.2,76,19491018-20240423,76.0,42.0,76
USC00145888,39.113,-100.9447,945.5,KS,OAKLEY 4W,-6,19490801-20240401,90.6,75,18920101-20240502,133.0,75.2,76
USC00367229,40.9248,-79.2825,390.1,PA,PUTNEYVILLE 2 SE DAM,-5,19480501-20231128,76.7,75,19430721-20240504,82.0,95.1,76
USC00381770,34.6604,-82.8233,243.8,SC,CLEMSON UNIVERSITY,-5,19490601-20240331,63.5,75,18960501-20240429,129.0,97.7,76
USC00155067,37.3475,-87.5238,129.5,KY,MADISONVILLE,-6,19490301-20240201,86.9,75,19460601-20240502,79.0,93.5,76
USC00338552,40.0991,-83.7823,310.6,OH,URBANA WRF,-5,19491101-20240401,77.3,75,18951108-20240501,130.0,96.9,76
USC00292510,35.1841,-105.0569,1569.7,NM,DILIA,-7,19471001-20230419,88.1,76,19411101-20220930,82.0,90.7,76
USC00368905,41.7511,-76.443,231.6,PA,TOWANDA 1 S,-5,19480501-20230302,87.8,75,18941001-20230321,130.0,98.1,76
USC00291963,34.5988,-103.2161,1351.8,NM,CLOVIS 13 N,-7,19490701-20240403,95.4,75,19490621-20240503,76.0,96.4,76
USC00368873,41.4792,-79.4432,365.8,PA,TIONESTA 2 SE LAKE,-5,19480501-20231106,75.8,75,19210301-20240504,104.0,73.9,76
USC00396636,44.6,-102.1667,741.0,SD,PLAINVIEW,-7,19490801-20240219,81.0,75,19490801-20240331,76.0,50.5,76
USC00481165,44.347,-106.6932,1428.0,WY,BUFFALO,-7,19480801-20230902,90.5,75,18990401-20240315,126.0,71.7,76
USC00201780,47.4679,-87.8671,190.5,MI,COPPER HARBOR FORT WILKINS,-5,19480701-20240416,76.9,76,19480701-20230314,76.0,43.0,76
USC00127069,40.4667,-84.9667,-999.9,IN,PORTLAND WATER WORKS,-5,19480701-20231010,81.4,75,19460501-20230930,78.0,57.3,76
USC00040161,41.4902,-120.5438,1332.9,CA,ALTURAS,-8,19480701-20240122,91.3,76,19050401-20230321,119.0,79.1,76
USC00482715,43.5398,-109.6552,2119.9,WY,DUBOIS,-7,19490801-20240402,76.0,75,19050501-20240504,120.0,80.4,76
USC00026468,34.7994,-109.885,1659.9,AZ,PETRIFIED FOREST NP,-7,19480701-20231016,88.0,75,19310101-20240331,94.0,95.8,76
USW00093044,35.1,-108.7833,1962.9,NM,ZUNI CAA,-7,19490301-20240401,66.9,75,19490217-20240504,76.0,91.4,76
USC00410691,32.6475,-97.4439,240.8,TX,BENBROOK DAM,-6,19490622-20240131,90.8,75,19490625-20240426,76.0,86.5,76
USC00488875,43.6483,-108.2037,1317.0,WY,THERMOPOLIS,-7,19490801-20240402,85.8,75,18990501-20240429,126.0,66.9,76
USC00485345,44.5621,-110.3986,2405.5,WY,LAKE YELLOWSTONE,-7,19480801-20230906,80.1,75,19040101-20240419,121.0,87.2,76
USC00221962,34.9159,-88.6011,121.6,MS,CORINTH 5 WSW,-6,19490605-20240401,58.2,75,18950801-20240331,130.0,74.9,76
USC00122825,40.2538,-85.1484,294.1,IN,FARMLAND 5 NNW,-5,19490301-20240402,90.9,75,18930101-20240503,132.0,82.7,76
USC00422385,40.9655,-111.4336,1667.3,UT,ECHO DAM,-7,19491102-20240403,98.4,75,19400201-20240407,85.0,95.6,76
USC00488626,44.5767,-106.9062,1575.2,WY,STORY,-7,19500415-20240401,91.1,74,19500416-20240504,75.0,30.5,75
USC00367931,40.8153,-76.8556,133.2,PA,SELINSGROVE CAA AIRPORT,-5,19490701-20230102,59.6,74,18930101-20240504,132.0,83.1,75
USC00233601,39.7232,-91.3747,217.0,MO,HANNIBAL WATER WORKS,-6,19500401-20240402,89.6,74,19330801-20240504,92.0,97.1,75
